pathway	external_id	source	hgnc_symbol_ids
Fatty Acid Beta Oxidation	WP143	Wikipathways	CPT2,HADHA,ACADS,TPI1,ACADVL,GPD2,ACADL,ACADM,GCDH,ACAT1,HADHB,GK2,PNPLA2,CHKB,CPT1A,LIPC,CPT1B,LIPE,DLD,ACSS2,SLC25A20,LPL,GK,CRAT,HADH,ACSL3,LIPF,ACSL1,ACSL6,ACSL4,ACSL5,ECHS1,ECI1,DECR1
Nucleotide-binding Oligomerization Domain (NOD) pathway	WP1433	Wikipathways	ACAP1,DUOX2,COPS6,IKBKB,XIAP,RIPK2,IKBKG,NLRP12,NLRC4,IL1B,NLRP4,NLRP7,SUGT1,NLRP1,NLRP3,NLRP2,CARD9,CARD8,NOD1,AAMP,NOD2,PYCARD,RELA,CARD6,NFKBIA,RAC1,NDUFA13,NAIP,CHUK,AIM2,IL18,CASP7,CASP5,CASP1,ERBIN,CASP8,CASP9,MEFV,PRDM1,HSP90AA1,NLRP10
Osteopontin Signaling	WP1434	Wikipathways	ITGB3,CHUK,ITGAV,IKBKB,MAPK3,MAP2K1,MAPK1,SPP1,PLAU,MMP9,NFKB1,RELA,MAP3K14
Influenza A virus infection	WP1438	Wikipathways	MIR34C,BCL2
Regulation of toll-like receptor signaling pathway	WP1449	Wikipathways	SFTPD,MIRLET7E,PLK1,MIRLET7I,IKBKB,CXCL11,AKT2,IFNAR1,IKBKG,IKBKE,LBP,MAP3K8,CD180,PIK3CA,PIK3CB,PIK3CD,MAP3K7,PIK3CG,SFTPA2,FADD,IRAK2,IRAK3,RELA,IRAK1,IFNA17,IFNA16,IRAK4,IFNA14,CTNNAL1,LY96,CXCL10,IFNAR2,SOCS1,AKT1,SYK,CXCL8,TLR2,TLR3,TLR1,TLR6,TLR7,TLR4,TLR5,MAPK10,TLR8,RNF216,CCL3,CCL4,CCL5,NFKBIA,TIRAP,JUN,IFNA10,PIK3R5,PIK3R3,PIK3R2,PIK3R1,CYLD,MYD88,SARM1,SMAD6,FOS,CHUK,RNF41,TIFA,PTPN6,IRF3,TLR9,IRF7,STAT1,IRF5,TNFAIP3,AKT3,CD14,SIGIRR,BTK,OTUD5,MAPK14,TREM1,MAPK11,MAPK12,MAPK13,IL1B,CD86,TMED7,TICAM1,TICAM2,PELI1,TBK1,PELI2,CD80,IFNB1,MAPK3,MAPK1,CISH,NFKB1,MAPK8,MAPK9,FBXW5,IFNA13,MLST8,NFKB2,MAP2K3,IFNA8,TRAFD1,TOLLIP,IFNA2,IFNA1,IFNA7,IFNA6,IFNA5,IFNA4,IL6,IFNA21,SPP1,PELI3,CUEDC2,ZMYND11,IL12B,IL12A,USP7,RIPK1,MAP2K2,MAP2K1,MAP2K7,MAP2K6,MAP2K4,CXCL9,RNF31,MIR98,MIR105-1,MBL2,TRAF3,RBCK1,TRAF6,RAC1,CD40,TNF,SQSTM1,TAB3,TAB2,TAB1,CASP8
Serotonin Transporter Activity	WP1455	Wikipathways	STX1A,NOS1,ITGB3,SCAMP2,SLC6A4,PPP2CB,TPH2,MAOA,TGFB1I1,IL1B,IL1R1
Target Of Rapamycin (TOR) Signaling	WP1471	Wikipathways	RRAGD,PRKAG1,IDI1,PRKAG3,PRKAG2,PRKAA2,PRKAA1,AKT1,RRAGA,RICTOR,TSC2,TSC1,RPTOR,PRKAB2,PRKAB1,RPS6KB1,PRR5,MAPKAP1,AKT1S1,ULK2,ULK3,ULK1,DDIT4,RRAGC,RRAGB,PRKCA,DDIT4L,MTOR,HMGCR,MLST8,PRR5L,EIF4EBP1,RAC1,FKBP1A,RHEB,CDC42
Glycine Metabolism	WP1495	Wikipathways	MTHFR,SHMT2,SHMT1
Selenium Micronutrient Network	WP15	Wikipathways	CCL2,PRDX2,PTGS1,GSR,PTGS2,KMO,PRDX5,PRDX4,PRDX3,CRP,PRDX1,HBB,PLG,INSR,ALOX5AP,IL1B,SELENOT,CTH,SERPINE1,DIO2,SAA2,IL6,KYNU,APOB,SERPINA3,SELENOM,SELENOS,FLAD1,SELENOP,SELENOW,SELENOV,SEPHS2,XDH,SELENOK,MTR,SELENOI,SELENOH,HBA1,DIO1,ICAM1,DIO3,IFNG,NFKB1,NFKB2,TXNRD2,TXNRD3,SELENON,SAA4,SOD2,SOD3,SOD1,MTHFR,MSRB1,ALOX5,ABCA1,SAA3P,PLAT,LDLR,TNF,CAT,SAA1,ALOX15B,RFK,TXN,SELENOO,RELA,PNPO,F2,F7,APOA1,SCARB1,MPO,ALB,INS,GPX1,CBS,GPX3,GPX2,GPX4,GPX6,SELENOF,TXNRD1,GGT1
Physiological and Pathological Hypertrophy of the Heart	WP1528	Wikipathways	NFATC4,IL6ST,MAPK14,MAPK11,AGT,GATA4,STAT3,CTF1,CALM1,RAC1,JUN,MAPK1,EDN1,MAPK8,MYEF2,FOS,CAMK2D,PRKCB,PRKCE,RHOA,MAP2K3,PPP3CA,PPP3CB,LIFR
miRNA Regulation of DNA Damage Response	WP1530	Wikipathways	RAD17,RAD9A,PMAIP1,GADD45A,GADD45B,GADD45G,TP53AIP1,MYC,BRCA1,ATM,CREB1,MDM2,MIR421,CCNG1,CCND1,CCND3,CCND2,H2AFX,PIDD1,SFN,CHEK1,HUS1B,CDKN1B,CDKN1A,ABL1,RAD1,MIR3074,MIR222,MIR221,CCNE2,CCNE1,MIR330,ATRIP,RRM2B,CHEK2,RAD52,SMC1A,CDK6,CDC25C,MRE11,CDC25A,TP53,TLK2,MIR3591,MIR106B,SESN1,MIR34B,RFC1,PRKDC,TNFRSF10B,ATR,FANCD2,MIR16-1,MIR181A1,NBN,PML,APAF1,DDB2,BAX,TLK1,MIR20A,MIR210,MIR449A,MIR449B,CDK1,CDK2,CDK4,CDK5,RAD51,RAD50,CDC20B,CYCS,MIR17HG,BBC3,CASP9,MIR373,FAS,BID,RB1,MCM7,MIR21,CCNB3,CCNB2,CCNB1,CASP3,E2F1,CASP8,RPA2,MIR203A
Vitamin D Metabolism	WP1531	Wikipathways	VDR,PTH,RXRA,RXRB,DHCR7,CYP27A1,CYP24A1,GC,CYP27B1,CYP2R1
Vitamin B12 Metabolism	WP1533	Wikipathways	CCL2,MUT,CRP,CCL5,TCN1,NFKB2,MAT1A,SAA1,HBB,INSR,IL1B,TCN2,CTH,SERPINE1,SAA2,PLG,SERPINA3,APOB,APOA1,MTHFR,MTR,ICAM1,NFKB1,MCEE,SAA4,SOD2,SOD3,SOD1,IFNG,ABCA1,SAA3P,PLAT,GIF,LDLR,APOE,HBA1,SHMT2,LRP2,F2,RELA,F7,MPO,SCARB1,ALB,INS,IL6,CBS,TNF,CUBN,MTRR,MMAB
Angiogenesis	WP1539	Wikipathways	SRC,PDGFB,NOS3,TIMP3,TIMP2,ARNT,PIK3CA,SMAD1,HIF1A,MAPK14,AKT1,PLCG1,MAPK1,KDR,MMP9,TEK,FGFR2,FGF2,CREBBP,FLT1
Energy Metabolism	WP1541	Wikipathways	HDAC1,TFB1M,PPP3R2,PPP3R1,PRKAG1,PRKAG3,PPRC1,PRKAA2,PRKAA1,CAMK4,FOXO3,FOXO1,MED1,PRKAB2,UCP3,TFB2M,PPARGC1A,PPARGC1B,MYBBP1A,SIRT3,SIRT1,CAMK2G,TFAM,PRKAB1,PRMT1,RXRA,CREB1,PRKAG2,PPARG,PPARD,NCOA1,PPARA,UCP2,EP300,PPP3CB,MAPK14,PPP3CC,ESRRA,GSK3B,MEF2C,MEF2B,MEF2A,MEF2D,PPP3CA,GABPA,ATF2,NRF1
MicroRNAs in cardiomyocyte hypertrophy	WP1544	Wikipathways	MIR30E,LIF,IL6ST,IKBKB,AKT1,AKT2,IKBKG,IKBKE,AGT,EGF,MIR15B,HDAC4,CALM1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,HDAC9,EDN1,PIK3R3,IGF1R,CAMK2D,MIR125B1,MIR125B2,GATA4,FGFR2,MYLK,GSK3B,NFATC4,MIR23A,MIR140,PRKG1,PIK3R2,PIK3R1,NPPB,NPPA,PLCB2,IGF1,CHUK,RHOA,FGF2,WNT5A,WNT3A,HDAC5,MIR195,HDAC7,RCAN1,EIF2B5,MIR103A1,MIR103A2,MAPK14,RAF1,FZD1,FZD2,STAT3,MAPK3,MAPK1,CISH,MAPK4,NFKB1,MAPK8,MIR199A1,MIR199A2,MAPK7,MYEF2,MIR185,MYLK3,PLA2G2A,MTOR,MAP2K3,LRP6,LRP5,MIR214,CDK7,CDK9,TAB1,TGFB1,MIR27B,CTNNB1,MAP2K2,MAP2K1,MAP2K7,MAP2K6,MAP2K5,MAP2K4,MIR208A,CTF1,DVL1,NRG1,MIR133B,RAC1,PRKCB,TNF,PPP3CA,MIR21,MIR133A1,MIR133A2,ROCK1,ROCK2,MAP3K14,PDPK1,PPP3CB
miRNAs involved in DNA damage response	WP1545	Wikipathways	MIR29C,MIRLET7D,MIR195,CDKN1B,MIR34C,MIR34B,MIR27A,MIR27B,MIR92A1,MIR16-1,MIR23B,MIR497,MIR371A,ABL1,MIR17,MIR3074,MIR450B,MIR15B,MIR222,MIR221,MIR93,MIR372,MIRLET7F1,MIR143,CCNE1,MIR145,MIR330,MIR181A1,CCND3,MIR374B,MIR373,MIR100,MYC,CDKN1A,MIR18A,MIR503,ATM,CDC25A,CREB1,MIRLET7A1,MIR21,MIR20A,MIR25,MIR424,MIR23A,TP53,MIR421,E2F1,CCND1,MIR19B1,MIR210,H2AFX,MIR449A,MIR449B,MIR542,MIR106B,MIR19A,MIR450A2,RAD52,CDK6,MIR181B1,MIR203A
TFs Regulate miRNAs related to cardiac hypertrophy	WP1559	Wikipathways	TGFB1,MYEF2,STAT3,MIR1-1,PPP3R1,MIR125B1,AKT2,AKT1,MIR125B2,MIR133B,NFKB1,MIR21,RASGRF1
Type II diabetes mellitus	WP1584	Wikipathways	SLC2A2,IKBKB,INSR,MAFA,ADIPOQ,INS-IGF2,CACNA1A,PIK3R5,MAPK1,SURF1,MAPK8,KCNJ11,PRKCD,PHKA2,PRKCZ,MTOR,GK,SOCS4,SLC2A4,IRS1,TNF,PDX1
Folate-Alcohol and Cancer Pathway Hypotheses	WP1589	Wikipathways	CEBPB,ADH5,CBS,MTHFR,ALDH1L1,CREB1,MTR,CYP2E1,ALDH1A1
Heart Development	WP1591	Wikipathways	NFATC1,NFATC2,NFATC3,NFATC4,SMAD4,ISL1,FGF8,SMAD1,TBX2,BMPR1A,TBX1,HAND1,HAND2,TBX5,PITX2,NKX2-5,MIR1-1,MIR143,MIR145,MAPK1,TBX20,IRX4,FGF10,BMP10,ERBB3,SRF,VEGFA,SMYD1,VEGFC,VEGFB,GATA6,GATA4,FOXH1,HEY2,HEY1,CTNNB1,BMP4,BMP2,PTPN11,SHH,NOTCH1,MEF2C,BHLHE40,FOXA2,BMPR2,FOXC2,FOXC1
Nicotine Metabolism	WP1600	Wikipathways	FMO3,AOX1,CYP2B6,CYP2A6,UGT1A4,UGT1A9
Fluoropyrimidine Activity	WP1601	Wikipathways	MIR29C,SLC29A1,DHFR,ERCC2,RRM2,RRM1,UPB1,XRCC3,DPYD,DPYS,MTHFR,SLC22A7,GGH,UMPS,UCK1,UCK2,UPP1,CES1,CES2,FPGS,CYP2A6,TK1,SMUG1,UPP2,ABCG2,TP53,CDA,TDG,TYMS,TYMP,PPAT,ABCC4,ABCC5,ABCC3
Nicotine Activity on Dopaminergic Neurons	WP1602	Wikipathways	PPP1R1B,KCNK9,ADCY2,PPP1CA,GNB1,DRD4,CHRNB2,DRD2,DRD3,KCNK3,CHRNA4,CHRNA5,CHRNA6,PRKACA,CDK5,TH,CHRNA3,DDC,SLC18A2,GNG2,GNAI1
Nicotine Activity on Chromaffin Cells	WP1603	Wikipathways	CHRNA3,CACNA1C,CHRNB4,CACNA1G
Codeine and Morphine Metabolism	WP1604	Wikipathways	CYP2C8,UGT2B4,UGT1A10,CYP2D6,UGT2B7,CYP2D7,CYP3A4,SLCO1B1,ABCB1,UGT1A8,UGT1A9,UGT1A6,ABCC3,UGT1A1,ABCC2,UGT1A3
Eicosanoid Synthesis	WP167	Wikipathways	PTGS2,PTGS1,ALOX15,ALOX5AP,ALOX12,LTA4H,PTGDS,DPEP1,PLA2G6,PNPLA3,LTC4S,PLA2G5,PNPLA8,TBXAS1,ALOX5,PTGIS,PLA2G2A,GGT1,PLA2G4B,PTGES,PLA2G4A,PTGES2,ALOX15B
Nuclear Receptors	WP170	Wikipathways	VDR,RORC,NR1D2,THRA,RARA,RARB,RARG,NR0B1,NR2F6,NR2F1,RORA,NR2F2,PGR,NR5A2,NR5A1,NR1H2,NR1H3,NR3C1,RXRG,ESRRA,ESRRB,NR4A2,NR4A1,RXRA,RXRB,THRB,NR2C2,PPARG,PPARD,AR,NR2E1,PPARA,ROR1,ESR2,ESR1,HNF4A,NR1I3,NR1I2
TP53 Network	WP1742	Wikipathways	TP63,TNFSF10,CDKN2A,PMAIP1,MYC,SUMO1,GADD45A,CDKN1A,ATM,BAX,OTX2,TMEM212-IT1,BOK,TP73,ABL1,TP53,MDM2,BBC3,BID,BCL2
Folate Metabolism	WP176	Wikipathways	CCL2,CRP,DHFR,SAA4,MAT1A,SAA1,HBB,PLG,INSR,IL1B,CTH,SERPINE1,SAA2,GPX1,SERPINA3,APOB,FLAD1,IL4,APOA1,MTHFR,FOLR3,HBA1,ICAM1,IFNG,NFKB1,NFKB2,SLC46A1,ABCA1,SOD2,SOD3,SOD1,MTR,MTHFS,GPX6,SAA3P,PLAT,IZUMO1R,LDLR,TNF,RFK,GART,CAT,SHMT2,SHMT1,F2,RELA,TP53,MTHFD2,MTHFD1,F7,MPO,SCARB1,ALB,CSF1,INS,IL6,CBS,GPX3,GPX2,IL2,GPX4,MTRR,AHCY,FOLR1,FOLR2,SLC19A1
Cell Cycle Checkpoints	WP1775	Wikipathways	CDKN1A
Apoptosis	WP254	Wikipathways	BCL2L1,BCL2L2,PMAIP1,TNFRSF25,IKBKB,AKT1,BOK,IKBKG,MAP3K1,FADD,RELA,IGF1R,CDKN2A,DFFA,DFFB,TNFRSF21,FASLG,PRF1,HRK,MDM2,CASP10,BAK1,TNFSF10,NFKBIB,NFKBIA,NFKBIE,CRADD,JUN,PIK3R1,IGF2,IGF1,CHUK,MIR29B2,IRF2,IRF1,MIR29B1,IRF7,IRF6,GZMB,TNFRSF1A,MIR29A,TNFRSF10B,XIAP,MAPK10,DIABLO,IRF3,TP63,TRADD,CFLAR,NFKB1,APAF1,HELLS,BNIP3L,LTA,BAX,TP53,MYC,IRF5,IRF4,TP73,BIRC5,BIRC3,BIRC2,CYCS,RIPK1,BAD,MCL1,MAP2K4,BBC3,BCL2L11,TNFRSF1B,FAS,BID,TRAF1,TRAF2,TRAF3,SCAF11,TNF,CASP6,CASP7,CASP4,CASP2,CASP3,CASP1,CASP8,CASP9,BCL2
DDX58-IFIH1-mediated induction of interferon-alpha-beta	WP1904	Wikipathways	IFNB1
Signaling by ROBO receptors	WP1918	Wikipathways	ROBO1,ROBO3,ROBO2,SLIT2
Cori Cycle	WP1946	Wikipathways	HK1,G6PD,PFKP,TALDO1,SLC2A4,GAPDH,SLC2A1,SLC2A2,TPI1,PGAM1,GPT,INS,PGK2,LDHA,GPI,PGK1
IL-1 signaling pathway	WP195	Wikipathways	CCL2,NFKBIB,NFKBIA,IKBKB,MAP2K2,PLCG1,MAP2K7,MAP2K6,REL,MAP2K4,IL1A,IL1B,MAPKAPK2,IL1R1,MAPK9,PELI1,PELI2,MAP3K2,MAP3K3,MAP3K1,JUN,MAP3K7,MAPK3,NFKB1,PIK3R2,PIK3R1,IRAK2,IRAK3,MAPK8,MYD88,IRAK4,MAPK14,HSPB2,TRAF6,SQSTM1,CHUK,PRKCZ,ECSIT,IL1RAP,UBE2V1,RELA,MAP2K3,IRAK1,TOLLIP,AKT1,TAB3,TAB2,TAB1,UBE2N,MAP2K1,MAP3K14,MAPK1,ATF2,PTPN11,IKBKG
Cholesterol Biosynthesis Pathway	WP197	Wikipathways	MSMO1,FDPS,NSDHL,HMGCS1,IDI1,PMVK,DHCR7,SC5D,MVD,LSS,HMGCR,CYP51A1,MVK,FDFT1,SQLE
Integrated Cancer Pathway	WP1971	Wikipathways	MIR29B2,MIR29C,MYC,PLK1,CDC25B,CDC25A,BBC3,MAP3K5,CDKN1A,CDKN1B,CDKN2B,MIR21,ATF1,BACH1,POU2F1
Thyroxine (Thyroid Hormone) Production	WP1981	Wikipathways	TRH,CGA,TPO,SLC5A5,TG,TSHR
Sterol Regulatory Element-Binding Proteins (SREBP) signalling	WP1982	Wikipathways	YY1,HMGCR,PRKAG1,IDI1,PRKAG3,SEC24B,PRKAA2,PRKAA1,RBP4,AKT1,NFYA,MDH1,SCAP,SQLE,SEC31A,GPAM,INSIG2,SEC23A,SEC23B,LPIN1,ACACA,PIK3CA,CAMP,PPARGC1B,SEC31B,FASN,LSS,CYP51A1,RNF139,FDFT1,SEC13,NR1H2,MED15,HMGCS1,SIRT1,PRKAG2,PRKAB2,PRKAB1,SP1,ACSS1,KPNB1,ACLY,SEC24D,LDLR,LPL,MTOR,CREB1,SEC24C,INSIG1,SAR1A,SAR1B,DBI,FDPS,MBTPS2,PPARG,SCARB1,MBTPS1,GSK3A,AMFR,SREBF2,SREBF1,PRKACA,SEC24A,SCD,CDK8,MVD,ATF6,FGF21
Hair Follicle Development- Induction (Part 1 of 3)	WP2804	Wikipathways	NFKBIB,VCAN,SMO,BMPR1A,FST,FOXI3,EGF,TP63,WNT10A,WNT10B,GJB6,INHBA,CTNNB1,DVL1,NFKB1,MYC,TCF3,FZD1,EGFR,CDH3,FGF7,CHUK,SP5,BMP4,SHH,LEF1,FGFR2,MSX2,FGFR1,IKBKB,EDA,LRP6,LRP5,IVL,DKK4,NOG,GSK3B,CTGF,EDAR,KRT10,PTCH1,FGF20
Integrated Breast Cancer Pathway	WP1984	Wikipathways	HDAC1,RASGRP3,RPP38,PLK3,STK11,NUP85,BAX,IRS1,DHTKD1,BMPR1A,FOXO1,ABL1,XRCC3,TSC2,ODC1,PPP4R3B,TSC1,NCOA3,EP300,RAD54L,GADD45A,JUN,ITPKC,PPP4R3A,CSNK1D,MAPK1,FOSL1,MYCBP2,TFPI,CDH1,MYC,RALGAPA1,AURKA,ANXA1,RASGEF1A,BRCA2,BARD1,SP1,CDC25A,FADD,CREB1,USP38,IMPA1,MTOR,RAP1A,HMGCR,GRN,MIR21,GDI1,KRAS,MIR29B2,VEGFA,CASP3,E2F1,ESR1,PHB,CYP19A1,CERK,CASP8,CASP9,AHR,RHO,CDK7,ERAL1,CDC42,DAG1
SRF and miRs in Smooth Muscle Differentiation and Proliferation	WP1991	Wikipathways	SRF,MIR143,MIR133A1,MIR133A2,CCND2,KLF4,MIR145,MIR214,MEF2C,MEF2B,MEF2A,ELK1,MYOCD,MEF2D,CAMK2D,MIR199A1,NKX2-5
Genes targeted by miRNAs in adipocytes	WP1992	Wikipathways	KCNJ2,IGF1,SRF,MIR1-1,MIR1-2,GJA1,TMSB4X,MIR133A1,MIR133A2,HCN2,HCN4,KCNQ1,KCNE1,ERG,MIR133B,HAND2,PTBP2,HDAC4
Angiogenesis overview	WP1993	Wikipathways	MMP14,ROBO4,TIMP4,TIMP2,GRB14,MAPK14,AKT1,MAP2K1,ELK1,MAPK11,PLA2G1B,MAP2K4,CRK,RAF1,IQGAP1,TEK,ATF2,PIK3CD,MAP3K7,DOK2,MAPK1,PXN,PLXND1,BMX,ANGPT1,KDR,SLIT2,SRC,NOS3,SHC1,RAC1,PRKCA,MAPK8,SHB,MTOR,DAG1,APC,KRAS,FRS2,NRP1,FGF1,FGFR1,SEMA3A,VEGFA,NCK1,SOS1,VHL,ROBO1,PTPN11,PLCG1,BAD,NOX4,GRB2,SEMA4A,GRB7,MMP9,PDPK1,CDC42,MMP2,PAK1,MAP2K6
Effects of Nitric Oxide	WP1995	Wikipathways	MT-CO1,NOS2,NOS3,MB,XDH,AOX1,NOS1,HBA1
miR-targeted genes in adipocytes - TarBase	WP2001	Wikipathways	MIR29C,MIR30E,MIR30A,MIR30D,MIR27B,HIPK3,MIR92A2,SRSF10,MIR16-1,IGF2R,TMED10,CEBPB,MIR16-2,CYP1B1,MIR1-1,MIR1-2,MIR30B,SRSF9,CAP1,MIR30C2,MIR30C1,PHC2,TGFBR2,MIR124-2,MIR124-3,LPL,FADS1,MIR20A,MIR155,MIR106B,ELOVL5,PICALM,CSRP1,TMEM43
miR-targeted genes in epithelium - TarBase	WP2002	Wikipathways	MIR30E,MIR30D,COL1A1,MIRLET7E,MIRLET7B,UBE2J1,MIR30B,PLK1,SRSF9,SCYL1,MIR29A,MIR138-1,MIR26A1,P4HA2,CHMP2A,ANP32B,RB1,GFM1,DHX15,BRI3BP,LTN1,MIRLET7A2,MIR15B,TMED10,MRC2,COMMD9,ATG9A,MIR1-2,ATG3,SYNE1,FSTL1,SLC12A4,TPPP3,MIR30C2,MIR30C1,PHC2,MIR196A2,MIR196A1,SRSF10,DMTF1,TDG,CDKN2A,SLC38A1,MTX1,RAB5C,SLC38A2,SLC12A2,IDH1,CTSC,MIR221,SLC25A22,TMEM109,LRP1,YIF1B,IFRD1,SLC25A24,PPIB,HOXC8,NXN,NUCB1,KRAS,SYPL1,PODXL,UBE4A,PTMA,TNFRSF10B,CCND1,MIR155,ARID1A,PPP5C,DOCK5,SNAP29,ARCN1,KIT,DDX5,TMEM189-UBE2V1,TMED7,CEP72,MTRR,CSRP1,SPTLC1,TMEM43,MAGT1,HSD17B12,PRPF40A,FBXW11,SNX6,ATP2A2,GOLGA7,CDKN1C,CDKN1B,KDELC2,MIR138-2,MIR9-1,MIR9-2,GEMIN7,MIR23A,MIR23B,RAI14,MATR3,UNC93B1,MAT2A,MIR127,SERPINE2,ATAD3B,MIR222,MIR16-2,TMED3,ABCF2,PTPA,MIR199B,GNAI2,BACH1,MIR140,NT5E,RAB6A,NARS,MIR15A,CLDN1,FNDC3B,CDK5RAP1,MIR3074,PKM,SMC1A,PDLIM5,PDLIM7,RCN2,IPO4,DCAF7,PTGES3L-AARSD1,ATP6V0E1,MAP3K8,PGM1,CSNK1D,TP53INP1,COL4A2,POLR2C,CDK5RAP3,ADIPOR2,PHLDB2,CAPG,NUFIP2,GALNT1,PTBP1,MIR1-1,MPDU1,GJA1,HACD3,AMIGO2,MTHFD2,HAND2,TUBA1A,MIR3591,MRPS24,G6PD,HMOX1,DHX40,TNFAIP2,ELOVL5,PXDN,WDFY1,HES1,UBE2S,MIR206,LAMTOR3,MIR29C,GRPEL2,RAD23B,HDAC4,ACP2,CLOCK,MIR34A,LCLAT1,MYO1E,MIR103A1,CD164,SDCBP,MAPK14,CCNG1,ZNF622,RHOB,MIR16-1,IGF2R,HARS,CDIPT,EHMT1,GALNT7,CYP1B1,TMED2,MPZL1,NCL,DNAJB1,TPM4,NEDD4,RARS,TPM1,ARF4,MIR181A2,POLD2,BACE1,HNRNPM,UTP15,TRMT1,MIR141,AP3D1,MIR199A1,MIR199A2,CDCP1,TGFBR2,C1QBP,MIR196B,LMNB2,TMEM59,FAM96A,WNT5A,DOCK7,TXN2,MIR181B1,MIR29B1,SEC62,MBNL1,FADS1,ATRX,SYNE2,MIR9-3,MIR20A,NOTCH1,HOXD8,KCNJ2,PPP1R7,NELFCD,VPS39,GSTM4,MIR133B,STX7,CTDSP1,TRAM1,MET,WDR11,MIR92A2,MIR181B2,CDK6,MIR133A1,PPIF,RHEB,ANKFY1,MYO10,SLC4A10,LAMC1,ADPGK,LAMTOR5,MRPS33,EGFR,MIR27B,CORO1C,EZH2,CHAF1A,GAS2L1,WDR82,COL3A1,MIR17,RRP8,MIR181D,MIR181C,MIR101-2,MIR101-1,IQGAP3,MIR107,MIR375,RAB34,MIR370,PGC,CAND1,TYMS,CALCOCO2,YWHAQ,TPM3,FAR1,MIR26A2,PPL,BRPF3,ACAA2,GAK,AURKB,ARHGDIA,CYP51A1,RDH10,TERT,SLC25A1,PRKCI,CHD1,ARFIP2,ANXA2,CYR61,ITGB4,PGRMC1,CEBPB,RTN4,LY6K,MIR124-2,MIR124-3,CA12,MTPN,CPNE8,MIRLET7A1,MIR30A,GFPT1,MIR21,TRIP13,NRP1,CSDE1,FERMT2,TCL1A,BCL6,E2F1,PNP,MIR133A2,FNDC3A,SERP1,NOTCH2,VEZT,PSAT1,PTPRF,PURA,CUL4B,BCKDHB,GNA13,VTI1B,SLC1A4,MYLIP,MIR181A1,ADAR,PICALM
miR-targeted genes in leukocytes - TarBase	WP2003	Wikipathways	MIR30E,SAC3D1,MIR30A,TUSC2,MIR30D,CAP1,SRSF10,MIR15A,MIR15B,TMED10,MRC2,MIR1-1,MIR1-2,FMNL2,MIR30B,MIR30C2,MIR30C1,SPTLC1,PLXND1,RAB5C,IDH1,CTSC,TMEM109,LPL,SEC24A,IFRD1,PTRH1,SNAP23,MIR155,ARCN1,MIR3074,DDX5,PRSS21,CSRP1,TXNRD1,TMEM43,ATP6V1F,MRPL20,ATP2A2,SLC7A6,RAB6A,GOLGA7,MATR3,SFXN1,UNC93B1,ARID4B,SERPINE2,MIR16-2,ADAR,SHOC2,THBS1,CDIPT,PKM,PDLIM5,POM121,DCAF7,MAP3K8,GYS1,C1orf56,POLR2C,CDK5RAP3,ANAPC1,TMED3,CAPG,ZEB1,MIR29B2,MTHFD2,SH3BGRL3,PISD,G6PD,HMOX1,TNFAIP2,POLE4,ANPEP,WDFY1,LAMTOR3,MIR29C,ACP2,SCYL1,MAPK14,MIR16-1,IGF2R,GNAI2,SNX6,ADIPOR2,RHOG,DNAJB1,TPM3,PRPF40A,ARF4,TNFSF9,HNRNPM,MIR378A,AP3D1,CDCP1,LMNB2,PHC2,HMGA1,TXN2,FADS1,RFT1,MIR127,NELFCD,VPS39,TBCA,TRAM1,PTPA,WDR11,CDK6,MIR133A1,PPIF,CDK5RAP1,PPIB,MPDU1,USP1,CD164,CTNNB1,CORO1C,MCL1,ADPGK,FRG1,CEBPB,RAB34,MIR370,CHORDC1,YWHAQ,BRPF3,ACAA2,GAK,ARHGDIA,MIR200A,MIR133B,MIR200C,MIR200B,SLC25A1,ATP6V0A1,ANXA2,MIR375,RTN4,MIR124-2,MIR124-3,CA12,PNP,MIR133A2,SLC7A11,TYMS,KCNN4,RDH10,GNA13,SLC1A4,ATP6V0E1,BCL6,TUBA1A,BCL2
